0,1,2
0.92965305,0.3333773,0.15151432
0.9304872,0.2885013,0.19155142
0.9293459,0.24641219,0.2374469
0.9268656,0.21020415,0.27949998
0.923244,0.17678314,0.31415287
0.91755927,0.14452508,0.3512725
0.90744066,0.105859116,0.40701118
0.89034224,0.06578907,0.47491753
0.86567163,0.027386438,0.52593625
0.8405399,0.0063199475,0.57531834
0.81365234,0.0021946018,0.6178221
0.77745825,0.0015581304,0.6642157
0.73279196,0.0029187624,0.71570873
0.6868085,0.0049595786,0.76233953
0.6550263,0.007373272,0.7954271
0.62526333,0.012091376,0.8279453
0.5807726,0.019706123,0.8675079
0.5253731,0.034211192,0.90899175
0.4634328,0.05099855,0.9453284
0.4196005,0.07952601,0.97836864
0.376712,0.10616642,0.9943075
0.33459172,0.14171612,0.9978653
0.2891352,0.18029414,0.999075
0.24078138,0.23045872,0.9982447
0.20423616,0.26686424,0.9962999
0.17304651,0.29210013,0.9914138
0.14332755,0.32521403,0.9829699
0.110162415,0.37564194,0.97023296
0.070017464,0.4384684,0.95531416
0.03388946,0.48536327,0.9346078
0.01194021,0.52815455,0.90635896
0.004609306,0.57173586,0.8733663
0.0020631254,0.6148783,0.83325803
0.00208525,0.66359454,0.7863664
0.004016681,0.7033576,0.73994917
0.006277348,0.7351329,0.704395
0.010228181,0.76666677,0.67351335
0.017273836,0.8008121,0.62923074
0.032177433,0.8441959,0.56153786
0.049802367,0.88474894,0.49697584
0.07974099,0.91634864,0.451531
0.101404734,0.9261138,0.40667912
0.1322431,0.9285936,0.3635587
0.13536005,0.9292079,0.36019066
0.17892878,0.9285496,0.3070373
0.22513168,0.92670625,0.25841415
0.26242316,0.9244898,0.22105737
0.29058382,0.920869,0.18887112
0.33044332,0.9140664,0.15044698
0.38208953,0.9030283,0.10846506
0.43994728,0.88760155,0.069519214
0.49225193,0.86649114,0.038187042
0.53244066,0.8384903,0.011100305
0.57862157,0.80506915,0.0030360757
0.6235294,0.76723737,0.0011860249
0.6703687,0.7230196,0.0012096486
0.7114793,0.6816547,0.002537985
0.74398595,0.65055966,0.005099594
0.77572435,0.62126404,0.012713265
0.8067821,0.57818747,0.023528947
0.84363467,0.5231513,0.03783126
0.883187,0.46750063,0.05210967
0.9114792,0.42356822,0.078603536
0.9260973,0.377595,0.112734415
0.93020195,0.33434287,0.15032858
0.93090415,0.2898399,0.1898912
0.92976284,0.24718025,0.23621355
0.9271071,0.21103805,0.27855125
0.9240342,0.17779249,0.3129195
0.91830546,0.14489795,0.34942243
0.90766007,0.10555208,0.40508997
0.8932395,0.067456745,0.47432455
0.86650556,0.02756208,0.52472657
0.84137404,0.0067149443,0.5742036
0.8142887,0.0020408162,0.6167785
0.77800685,0.0012729428,0.66300607
0.7336917,0.0026333113,0.7149498
0.68762064,0.005047268,0.7616517
0.65592617,0.007636603,0.7947391
0.6260096,0.011345359,0.8273521
0.5814091,0.020188808,0.86689115
0.5260974,0.032938514,0.9090865
0.46404737,0.05130586,0.9459452
0.4203248,0.078538515,0.97810763
0.3783582,0.10487162,0.9946394
0.33553553,0.1404653,0.9981736
0.28974974,0.17939433,0.99924093
0.24135204,0.22839597,0.9984582
0.20544335,0.26477954,0.99686915
0.1743416,0.29041046,0.99176955
0.14433713,0.32363406,0.98332566
0.11079902,0.37351337,0.97025687
0.07054424,0.43756866,0.9554565
0.034043018,0.4849463,0.9355801
0.012730377,0.5278254,0.9071178
0.005201931,0.5706606,0.87353224
0.0016901667,0.61367136,0.8336614
0.0021071113,0.66273874,0.78745764
0.0036655834,0.7017776,0.74132484
0.006387181,0.733882,0.70524883
0.010711237,0.76559156,0.6742012
0.016725196,0.8001098,0.6300372
0.031233449,0.84360343,0.562961
0.04984635,0.8840026,0.49811432
0.07949947,0.9158657,0.45228997
0.10037304,0.9259381,0.40758044
0.13180429,0.92868125,0.36462602
0.13485512,0.9288787,0.36116314
0.178446,0.92874706,0.30817577
0.22440736,0.9266186,0.2598847
0.2635206,0.92438024,0.22191124
0.29091305,0.9206715,0.1897489
0.3302458,0.91386884,0.15108739
0.3813652,0.90252376,0.10870244
0.44005704,0.8882599,0.07018324
0.4909789,0.8667107,0.038708754
0.5339332,0.8380514,0.011503616
0.5780289,0.80592495,0.0030360757
0.62271726,0.7669519,0.0014467398
0.66973215,0.7237438,0.0014467398
0.71046966,0.68163276,0.0027039205
0.74266905,0.65108633,0.005644932
0.7745609,0.62135184,0.013661914
0.80603594,0.5781436,0.023766037
0.84266883,0.52352434,0.037451576
0.8812553,0.4680273,0.052180827
0.91084284,0.42477515,0.078603536
0.9250219,0.37799,0.1124737
0.9297189,0.33500117,0.14959311
0.93064076,0.2914199,0.18894227
0.92938966,0.2481458,0.23524107
0.927085,0.21184999,0.27793455
0.92366093,0.17882396,0.31254
0.91784453,0.14562212,0.3489955
0.9075505,0.10669309,0.40414125
0.8929543,0.06736906,0.47223732
0.867252,0.028725214,0.523849
0.8420325,0.0067370636,0.5732548
0.81461793,0.001799605,0.615474
0.7790604,0.0014046083,0.66174895
0.7349428,0.0025674787,0.71340805
0.687906,0.0047399607,0.76067924
0.6566505,0.00759289,0.79433584
0.62697536,0.011169717,0.8268304
0.58261627,0.019508624,0.8655867
0.5285776,0.033728506,0.9079244
0.4664398,0.05084503,0.9451389
0.42096132,0.07825332,0.9774197
0.3791264,0.104323104,0.9938806
0.3365891,0.13908282,0.99803126
0.2912862,0.17777064,0.99916977
0.24266897,0.22749625,0.99833953
0.20612377,0.26484537,0.99682164
0.17442931,0.2904324,0.9918407
0.145259,0.32273436,0.98282754
0.11275232,0.37344754,0.97168
0.07076391,0.43552786,0.9557883
0.03487717,0.4833005,0.93593585
0.013059612,0.5269257,0.9079244
0.004828709,0.569739,0.87495536
0.0017560138,0.6125083,0.83506083
0.0027437224,0.6622999,0.7884774
0.003797278,0.7011412,0.7420127
0.0058164173,0.7334652,0.705913
0.010733099,0.76475763,0.67510253
0.017142141,0.799649,0.6311045
0.032199293,0.84355944,0.5647399
0.04971466,0.88305914,0.49896818
0.07816066,0.9155365,0.4534522
0.099934235,0.92626727,0.40881377
0.13017997,0.92863727,0.36576453
0.13325293,0.92907625,0.36223048
0.17620718,0.9285496,0.3095989
0.22315626,0.9273206,0.26080972
0.26088673,0.9246436,0.22210096
0.28937662,0.9210228,0.19022308
0.3285996,0.9144395,0.15184648
0.3800263,0.9031381,0.10988818
0.4373573,0.88757974,0.07053902
0.49146175,0.86822486,0.039704937
0.53154075,0.83993864,0.011717083
0.5765364,0.80796576,0.0030360757
0.6207638,0.7682249,0.0011621165
0.6691615,0.7251482,0.0012808044
0.7101404,0.68255436,0.002134674
0.74201053,0.6509108,0.0048861266
0.7746708,0.6233927,0.012902823
0.80599195,0.5796797,0.022888545
0.84233963,0.5251482,0.036645237
0.88099194,0.4691684,0.051540423
0.9106453,0.42565292,0.07755982
0.92546093,0.37932858,0.110931896
0.92991644,0.3364495,0.14798044
0.93101394,0.29205626,0.1879461
0.9298287,0.24876024,0.23417374
0.9274801,0.21233277,0.2771044
0.9239683,0.17956997,0.31147265
0.9188541,0.1463684,0.3477147
0.90772593,0.10695642,0.4023149
0.893481,0.068575904,0.47140718
0.86791044,0.028988546,0.5229714
0.8432615,0.007329559,0.57197404
0.8160447,0.0019091507,0.61457264
0.7799386,0.0011849902,0.6605156
0.73612803,0.002216458,0.71226954
0.6884767,0.004235418,0.76001513
0.65726507,0.0071320604,0.79343474
0.6284679,0.011125741,0.8260477
0.5842405,0.019245293,0.8646617
0.52949953,0.032631204,0.90756863
0.4666593,0.050427914,0.9450202
0.42341962,0.077024356,0.9769216
0.38017997,0.10351126,0.9940702
0.3379719,0.13809532,0.9980788
0.29212025,0.17687084,0.99916977
0.24396399,0.22661848,0.9987664
0.20656276,0.26379204,0.9970587
0.1758121,0.29052016,0.9924575
0.14626856,0.3231074,0.98342067
0.11207198,0.37088007,0.97144264
0.071356535,0.43458426,0.9564051
0.03586488,0.4827519,0.93678975
0.013366987,0.5256968,0.90811396
0.005157945,0.5682467,0.8754298
0.0018437224,0.61193776,0.83584356
0.0019095696,0.6605663,0.788928
0.003533889,0.70039505,0.74308
0.0059262505,0.73300433,0.70714635
0.010140473,0.7636603,0.67614615
0.01812985,0.79872733,0.633002
0.029258031,0.84272546,0.5660681
0.04927559,0.8827958,0.500415
0.0780071,0.9152514,0.45454326
0.09991211,0.9262236,0.40943047
0.13017997,0.92863727,0.36664212
0.1332748,0.92872524,0.36325037
0.17618532,0.9288787,0.3106425
0.22278312,0.9270794,0.26156873
0.26018435,0.92431444,0.2231683
0.28939858,0.9205838,0.19155142
0.32765582,0.91415405,0.15279512
0.37906057,0.9035771,0.11081321
0.437906,0.8885451,0.07165389
0.4891132,0.86818093,0.04022665
0.5312554,0.83987284,0.012215174
0.57565844,0.80890954,0.003249543
0.62010527,0.76951945,0.0013994923
0.66760314,0.72611374,0.0012096486
0.70904297,0.683103,0.0023481415
0.74097884,0.65154713,0.004767439
0.77326584,0.62405103,0.0128792
0.8048507,0.5813694,0.022841012
0.8410227,0.526421,0.036289457
0.8799605,0.470112,0.051445644
0.90948194,0.42668432,0.076895796
0.9245828,0.38025025,0.11076596
0.928885,0.33517674,0.14726888
0.9306189,0.29258293,0.1873296
0.92967516,0.24959412,0.23324871
0.9273484,0.2129472,0.27677235
0.92363906,0.1797235,0.31144893
0.91817373,0.14693877,0.347098
0.9081431,0.10833891,0.4010578
0.8940518,0.06989256,0.46929622
0.86883235,0.030590389,0.52202266
0.8429981,0.007395392,0.57107276
0.8167472,0.002764977,0.6139085
0.7801798,0.001031468,0.659638
0.7363477,0.0023262673,0.7110599
0.68942046,0.004783937,0.7592561
0.657309,0.007439105,0.7929127
0.62831426,0.011520738,0.82488555
0.5841088,0.018674655,0.86366546
0.53145295,0.03221435,0.9064301
0.46887615,0.04955023,0.9432177
0.42335376,0.077024356,0.9763999
0.38187003,0.10353311,0.99395174
0.33902544,0.13759051,0.9981024
0.293525,0.17636603,0.9989799
0.24449076,0.22580653,0.9985057
0.20746268,0.26282653,0.9969875
0.17620718,0.28937906,0.9925523
0.14646609,0.32021075,0.98342067
0.114727736,0.370902,0.9726998
0.07348551,0.4333773,0.95718783
0.036215976,0.48112804,0.93747765
0.013783932,0.52492875,0.9094659
0.004872695,0.5672153,0.876165
0.0020631254,0.6107747,0.8365312
0.0018437224,0.6597324,0.78985304
0.0033142227,0.70002204,0.744005
0.006343195,0.73300433,0.70790535
0.010096488,0.76315576,0.6766205
0.016878752,0.79800314,0.63399816
0.03097006,0.8412113,0.56739634
0.04817831,0.88189596,0.5019093
0.07671202,0.91496617,0.45568174
0.099034235,0.92631125,0.409976
0.12936795,0.92872524,0.36747226
0.13230895,0.92883474,0.36400938
0.17508778,0.92914206,0.3116624
0.22151008,0.9274304,0.26235142
0.2608428,0.92506045,0.22373755
0.28841087,0.9212861,0.19223934
0.32642666,0.91476864,0.15372016
