0,1,2
0.14082536,0.92925185,0.35212636
0.18694028,0.9284179,0.2979768
0.23222123,0.92666227,0.25091907
0.2673617,0.92427045,0.21519877
0.29523703,0.91992545,0.18343966
0.33788407,0.9127937,0.14375834
0.39203244,0.90096563,0.10158686
0.44914395,0.8849683,0.06415891
0.497827,0.861466,0.032186046
0.5399473,0.8347597,0.009463722
0.5860184,0.7997367,0.0025852325
0.6312774,0.7605443,0.0013755839
0.6782484,0.715778,0.0014942718
0.71705437,0.67509335,0.002537985
0.7488147,0.6464122,0.005977087
0.78050905,0.6156244,0.014302316
0.81279635,0.5687076,0.025877088
0.8506585,0.51226693,0.040179405
0.8881693,0.45900822,0.055501524
0.9147497,0.4163266,0.08315751
0.92658037,0.3703534,0.118426874
0.930597,0.3271671,0.15604468
0.9307066,0.28251052,0.19807413
0.92943364,0.24088223,0.24406439
0.9274801,0.20581533,0.28365073
0.923288,0.17241606,0.31811386
0.9174276,0.14004846,0.35746303
0.90471905,0.09995629,0.41490948
0.8897936,0.059732456,0.48426268
0.8621159,0.021681106,0.53162867
0.83832294,0.00520079,0.5813903
0.8098769,0.0016897959,0.62413126
0.7716418,0.0011631337,0.67128384
0.726273,0.0028308097,0.7222551
0.68068475,0.0053545753,0.76760507
0.65120715,0.0076147467,0.80012333
0.61966634,0.012574062,0.8338273
0.5730904,0.021110468,0.87403035
0.5170764,0.03548387,0.9154905
0.45566282,0.054465834,0.9507602
0.41301575,0.083037265,0.98221105
0.37036872,0.11020408,0.9954221
0.3277436,0.1463684,0.9984582
0.28101403,0.18619724,0.999075
0.23415275,0.23511091,0.9982447
0.2001316,0.27028754,0.99656063
0.16841535,0.2950846,0.9905599
0.13944256,0.3309415,0.9815231
0.104521416,0.38411245,0.96866757
0.063015796,0.44610497,0.9542704
0.029850656,0.49218795,0.9313583
0.010118612,0.534277,0.9006426
0.003863125,0.57777053,0.8672469
0.0017120279,0.62190044,0.8277079
0.0023705002,0.669717,0.77993876
0.004016681,0.7085364,0.7339246
0.0069798063,0.7391926,0.69974613
0.0113257235,0.77092403,0.6680581
0.019007988,0.8068466,0.619767
0.03441624,0.8504937,0.5501055
0.055531073,0.891354,0.49026346
0.08224319,0.91871864,0.44434425
0.10533371,0.92710125,0.40086806
0.13726962,0.92883474,0.3564431
0.14027646,0.9293835,0.35298023
0.18599656,0.92835206,0.29921013
0.2314091,0.9264648,0.25260308
0.26663736,0.9237219,0.2160053
0.2951492,0.91985965,0.18436468
0.33755484,0.91296905,0.14437512
0.39102277,0.90043896,0.10232204
0.44868302,0.8845514,0.06404022
0.49723437,0.86210245,0.03337207
0.5396839,0.8351768,0.009606034
0.58483315,0.8005048,0.002846232
0.6298946,0.76120263,0.0014706481
0.6769095,0.716568,0.001778895
0.7159569,0.67540056,0.0028698558
0.7483756,0.6469608,0.0064276457
0.7796312,0.61650217,0.014681718
0.81101847,0.5687076,0.026043024
0.8497585,0.5142858,0.04093821
0.88781816,0.45986402,0.055880927
0.91374016,0.41683134,0.08280173
0.9260536,0.37063867,0.11816616
0.92965305,0.32745236,0.15549904
0.93121153,0.28384912,0.19755213
0.92864347,0.24088223,0.24337655
0.9268216,0.20601283,0.283461
0.92366093,0.1734694,0.31809014
0.9164617,0.14018013,0.35663286
0.9045434,0.099495456,0.41362867
0.8905619,0.061334297,0.4839306
0.8618744,0.02236129,0.5312255
0.83832294,0.005486241,0.58067876
0.80998677,0.0017774851,0.6231825
0.7719929,0.00083396974,0.66988444
0.727129,0.0024579328,0.72135377
0.6823529,0.0051349574,0.76729673
0.65201926,0.007922054,0.7992456
0.6204345,0.012815537,0.8324517
0.57388055,0.021395655,0.8732951
0.51863474,0.035418037,0.91522956
0.45647493,0.05402686,0.9497401
0.41461805,0.08240079,0.98180777
0.37199295,0.10965557,0.99535096
0.3293459,0.14557841,0.9986005
0.28226513,0.18580224,0.9992173
0.23542579,0.23486952,0.9985057
0.1998682,0.27002424,0.99663174
0.16935907,0.29447013,0.99084455
0.13819148,0.32982233,0.9817602
0.10474108,0.38288355,0.9688574
0.06358656,0.44575387,0.95453143
0.030311586,0.49111265,0.9315717
0.010447848,0.5328287,0.90185225
0.0045215976,0.5765636,0.8687887
0.0013609305,0.62049603,0.8284906
0.002524056,0.6693001,0.7810772
0.0043677785,0.7079878,0.73454136
0.0063653197,0.7391926,0.7001968
0.011567251,0.7705727,0.66905427
0.018832307,0.8061224,0.62111896
0.033845477,0.84959424,0.5515761
0.054543365,0.89025676,0.49085644
0.08178226,0.9188282,0.44522184
0.10498235,0.9272769,0.40176937
0.13654529,0.92843974,0.35710725
0.13970596,0.92907625,0.35357317
0.18470147,0.92879105,0.300064
0.23086038,0.92710125,0.25333837
0.26567164,0.9240511,0.21633734
0.29468828,0.9202328,0.18517102
0.33667687,0.9129472,0.1456084
0.3885645,0.90131664,0.102393195
0.44677344,0.8862191,0.06524987
0.49692708,0.8627826,0.033300914
0.53832304,0.8356595,0.009202722
0.5842405,0.80190915,0.002609141
0.6291483,0.76236576,0.0010909607
0.6762291,0.71788466,0.0014467398
0.71589106,0.6765636,0.0023481415
0.7473661,0.64753133,0.005811152
0.77974105,0.61768717,0.013994069
0.81077695,0.5706167,0.025639713
0.84918773,0.51454914,0.039918404
0.88729143,0.4611368,0.05533559
0.9148814,0.41852105,0.082469575
0.92658037,0.37230644,0.11709882
0.9302238,0.32811067,0.1549298
0.93145305,0.2847927,0.19641364
0.9293459,0.2416064,0.24230921
0.9276339,0.20752698,0.28279686
0.92341965,0.17382067,0.31640613
0.9166811,0.14061883,0.354854
0.9063652,0.100768134,0.41346264
0.8909789,0.06076366,0.4824126
0.86279625,0.022690454,0.5301107
0.8393765,0.005815405,0.5805839
0.8109526,0.001843318,0.62235236
0.7725415,0.00043897302,0.66912544
0.7280509,0.0024139564,0.72068965
0.6826382,0.0050691245,0.76646656
0.6531606,0.007636603,0.7986291
0.6209833,0.012486373,0.83136076
0.57546085,0.020934826,0.87227535
0.5200395,0.035418037,0.9149213
0.4577041,0.053434364,0.94936067
0.41540822,0.081874125,0.9815231
0.3726514,0.10860224,0.99506634
0.3304214,0.14498591,0.998553
0.2836918,0.18509993,0.9992173
0.23623791,0.2339698,0.9986005
0.20133896,0.26840034,0.9966793
0.17041263,0.29398736,0.9909868
0.14135213,0.32931763,0.9818553
0.10634328,0.38193995,0.96902335
0.06411334,0.44465667,0.954721
0.03070667,0.48981795,0.9324968
0.010557418,0.5333334,0.9023503
0.0039289724,0.57592726,0.8688359
0.0014267778,0.6195305,0.8287752
0.0022388059,0.6683345,0.78167015
0.0043019312,0.7070881,0.7355138
0.006869973,0.7383147,0.7012167
0.011259876,0.7692782,0.6697184
0.01905171,0.80557394,0.6226607
0.034130726,0.84911126,0.55361587
0.054060575,0.88913757,0.49178144
0.0817604,0.91816986,0.44609943
0.10436786,0.9268379,0.40248093
0.13599639,0.92879105,0.3583643
0.13944256,0.9285277,0.3546405
0.18437225,0.9284179,0.3009179
0.23055309,0.9267281,0.2546429
0.26523262,0.92391944,0.21726237
0.29387617,0.9197061,0.18574026
0.33617204,0.9128155,0.14646226
0.38867426,0.9007242,0.10379269
0.44543454,0.8852316,0.06534465
0.49547845,0.86333114,0.034202315
0.5380158,0.83651537,0.009985436
0.5829455,0.80190915,0.0029410115
0.6280728,0.7625412,0.0013755839
0.67535114,0.718543,0.0015654276
0.71481556,0.67682695,0.0027750763
0.7461368,0.64764106,0.0059295553
0.77794105,0.61845523,0.0141124725
0.80989903,0.5718017,0.025568556
0.84791476,0.51621693,0.03975247
0.8864354,0.4620804,0.055003434
0.91360843,0.41906965,0.08190033
0.9261194,0.3731842,0.1168142
0.9295653,0.3292518,0.15464517
0.93105793,0.285473,0.19539383
0.9287312,0.24261585,0.24126561
0.927985,0.20796585,0.28225136
0.92335385,0.17502752,0.31671447
0.9169445,0.14123344,0.35478282
0.9061237,0.10215063,0.41120937
0.8906715,0.06251929,0.4805863
0.8629279,0.023875445,0.52901965
0.83968383,0.0062762345,0.5788524
0.81108433,0.0020847926,0.62168825
0.77322215,0.000921659,0.6682241
0.72897273,0.002940619,0.7196223
0.6830772,0.0052887425,0.7654941
0.6534679,0.0076147467,0.79796475
0.62214655,0.012618038,0.8309574
0.57572424,0.02080316,0.8718957
0.52067596,0.034628045,0.9130237
0.45904297,0.053522054,0.9492184
0.41600084,0.08108413,0.98081154
0.37306845,0.10818539,0.99480563
0.3316725,0.14421777,0.99829227
0.28483316,0.18325661,0.9991934
0.23669885,0.23252147,0.9983159
0.20197532,0.26886117,0.99684525
0.17111509,0.29387763,0.9913426
0.14196663,0.32813263,0.98247176
0.10717743,0.38025025,0.9696401
0.06575952,0.44344974,0.9549345
0.031474974,0.48902795,0.93261546
0.011567251,0.53170955,0.90339404
0.0044994727,0.5749836,0.86990327
0.0015584722,0.61852103,0.8296291
0.0018437224,0.66730314,0.78264266
0.0039948197,0.7066492,0.73686576
0.0065188757,0.73800766,0.70180964
0.010864792,0.7681151,0.67007416
0.01859078,0.80410373,0.62363315
0.03391132,0.8489796,0.55603516
0.050943892,0.8875576,0.49320456
0.080092095,0.9172263,0.4473328
0.10410447,0.9269696,0.4033348
0.13555758,0.92916393,0.35974002
0.1381035,0.9289664,0.3560162
0.18358207,0.9289885,0.3024596
0.22941175,0.92659646,0.2552833
0.26442054,0.92416066,0.21809253
0.2939201,0.9205838,0.18649936
0.3352063,0.9132764,0.14707904
0.38733533,0.9023921,0.1045754
0.44492972,0.8857583,0.06622243
0.49565402,0.86403346,0.0346765
0.5377304,0.83664703,0.009961812
0.58189195,0.80274314,0.0025140767
0.62750214,0.76390177,0.0009961812
0.67427564,0.7190038,0.0012332724
0.71391565,0.6775731,0.0023245176
0.74611497,0.648453,0.005336685
0.7778533,0.61882824,0.013519602
0.8097015,0.57292086,0.024619907
0.84670764,0.5172044,0.039064534
0.88573295,0.46359456,0.054149564
0.91330105,0.41968408,0.08107008
0.9260536,0.37375477,0.11539108
0.9301361,0.3294493,0.15350668
0.9311238,0.28624102,0.19453996
0.9296312,0.24351555,0.24000852
0.9266899,0.20827307,0.28108913
0.92341965,0.175664,0.3153625
0.917186,0.14186965,0.353502
0.90627724,0.101360634,0.41004717
0.8916373,0.06267281,0.47963753
0.86428887,0.024446083,0.5284504
0.8407814,0.0062762345,0.5780934
0.81226957,0.002172482,0.620526
0.7745609,0.0009874918,0.6670619
0.7300922,0.0026554312,0.71888703
0.68391126,0.0049156025,0.7644505
0.65395075,0.0071757734,0.7968502
0.6229148,0.01233285,0.8297714
0.57572424,0.020188808,0.8700931
0.521093,0.035110995,0.91269183
0.45952585,0.053258725,0.9482933
0.41703245,0.08086478,0.9804794
0.37392446,0.107922055,0.9952087
0.33160666,0.14347176,0.9986005
0.2859745,0.18264227,0.9994069
0.23729147,0.23151205,0.9984582
0.2030948,0.26787367,0.9970826
0.1721905,0.2932632,0.99176955
0.14212018,0.32754016,0.98254293
0.107813776,0.3790872,0.9700906
0.06698849,0.44261584,0.95569354
0.03213345,0.48902795,0.9334454
0.011764793,0.5316876,0.90398693
0.0045215976,0.57388645,0.870022
0.0017120279,0.61797243,0.83060163
0.0018655837,0.6663157,0.78380483
0.004192361,0.7051131,0.7374824
0.006584723,0.73682266,0.70230776
0.0113257235,0.7681809,0.6712601
0.018195696,0.80397207,0.62503254
0.03305531,0.8469388,0.5557743
0.05348981,0.8880843,0.49377382
0.080114216,0.91713864,0.44806808
0.10318261,0.92635524,0.4040938
0.13498682,0.92916393,0.3606176
0.13733546,0.92914206,0.35713097
0.1826602,0.9285496,0.30369297
0.2280948,0.9261577,0.25571024
0.2645083,0.9240729,0.219065
0.29374447,0.9200353,0.18747191
0.33465755,0.91312283,0.14798044
0.38737926,0.90201896,0.105452895
0.44444683,0.88674575,0.0671947
0.49499556,0.8640553,0.0355779
0.5369183,0.8364714,0.010175279
0.58116764,0.80320394,0.0027987
0.6262291,0.7642528,0.0013519602
0.6735074,0.7201449,0.001423116
0.7135206,0.6784289,0.002490453
0.7451491,0.6485408,0.0055976845
0.77699727,0.61871856,0.013448446
0.8082529,0.57388645,0.02414544
0.8464661,0.51863074,0.038661223
0.8843501,0.4636604,0.05372263
0.9119183,0.41996938,0.08038243
0.925,0.37439114,0.11496415
0.9295872,0.33070013,0.15267673
0.93068475,0.28650436,0.19316438
0.9291044,0.24434943,0.23979504
0.9273484,0.20871197,0.2812077
0.9230246,0.17504938,0.31503043
0.9167033,0.14287926,0.35267186
0.90649694,0.103423305,0.40962023
0.89108866,0.064099275,0.47802466
0.86437654,0.025960237,0.5278574
0.8401888,0.005968927,0.5773582
0.81226957,0.002128769,0.6193164
0.77548283,0.0014046083,0.6658048
0.73086023,0.0028529295,0.71748763
0.68533796,0.0050032916,0.76385754
0.6544556,0.007527057,0.7966367
0.6230904,0.01242054,0.8284906
0.5778314,0.02045214,0.86909693
0.52302456,0.03425517,0.91091293
0.46139154,0.052644372,0.9473919
0.41725194,0.08051349,0.97955436
0.3749341,0.10743911,0.99468696
0.33323088,0.14281343,0.99814993
0.28656715,0.1822033,0.99916977
0.23827918,0.23113899,0.9984582
0.20333624,0.267742,0.99682164
0.17175144,0.2934607,0.99174595
0.14306417,0.32666236,0.9831833
0.109745465,0.3779461,0.9705415
0.06802019,0.44162837,0.9557883
0.032945476,0.48729435,0.93413335
0.0120060565,0.52973455,0.9052441
0.005092098,0.57309645,0.8718009
0.0020194028,0.61658996,0.8317877
0.002304653,0.665394,0.7848485
0.004060667,0.70513505,0.738194
0.006013959,0.736296,0.70282954
0.010535557,0.7679176,0.6719717
0.01821782,0.8029846,0.62643194
0.033845477,0.84650004,0.55788517
0.050790075,0.88667995,0.49524438
0.08033362,0.91713864,0.44918287
0.10239244,0.9263771,0.4049951
0.13406496,0.9289227,0.36196956
0.13656715,0.92907625,0.3583643
0.18143098,0.92872524,0.3048789
0.2271071,0.9266186,0.2563032
0.26369622,0.92422646,0.21927847
0.29264703,0.92075944,0.18773262
0.33329672,0.91312283,0.14885794
0.38551357,0.90243584,0.10678124
0.44280067,0.8866141,0.06790626
0.4949297,0.86497694,0.03643177
0.5356014,0.8376564,0.010696994
0.5809262,0.80427915,0.00296492
0.62589985,0.76510864,0.0011860249
0.67357326,0.72143966,0.0011860249
0.71301574,0.67950416,0.0022769857
0.74539065,0.6493308,0.0048861266
0.77671206,0.62029856,0.012997888
0.80796736,0.57544446,0.023718506
0.84545654,0.52005714,0.038187042
0.88382334,0.4652404,0.05251298
0.9122035,0.42148352,0.07962334
0.92532927,0.37564194,0.11403912
0.9294995,0.3318412,0.15168054
0.93090415,0.2881502,0.19207314
0.9296312,0.2456661,0.23825333
0.92666805,0.20961167,0.28033015
0.9235074,0.1761027,0.31457978
0.91808605,0.14369111,0.35188913
0.90671635,0.10333562,0.407533
0.8928884,0.06530612,0.47714707
0.865496,0.02574062,0.52641064
0.8410008,0.005924951,0.5761248
0.81384987,0.002216458,0.61869967
0.7768875,0.0016239631,0.6649035
0.7316067,0.0026772877,0.7166101
0.6858867,0.0048497696,0.7627902
0.65469706,0.0075049372,0.79585403
0.6239025,0.011762212,0.8284906
0.5788191,0.020386307,0.868006
0.52399033,0.034386832,0.91050965
0.46101838,0.05238104,0.94665676
0.41830552,0.08022831,0.9791986
0.37557065,0.10618828,0.9940702
0.3328358,0.14191362,0.9981024
0.28755486,0.18075497,0.9990511
0.23981561,0.23004179,0.99833953
0.20370938,0.26673257,0.99682164
0.17306837,0.29214403,0.9916984
0.14367865,0.3261357,0.9830649
0.109745465,0.37662944,0.97063625
0.068590954,0.43998253,0.9561205
0.033187002,0.4865702,0.9348213
0.012269446,0.5294712,0.9059793
0.004872695,0.57228446,0.8721803
0.0022827918,0.61569023,0.8321907
0.0023265143,0.6647357,0.78541774
0.003906848,0.7037526,0.7393088
0.0064530284,0.73533034,0.703636
0.011128182,0.76666677,0.67230374
0.017537223,0.8017117,0.62709606
0.032747936,0.8457319,0.5596878
0.051360838,0.8864384,0.49624056
0.07989455,0.91667783,0.4499893
0.10193151,0.92602605,0.40570667
0.13364801,0.9288787,0.3628946
0.13645732,0.92909807,0.35938424
0.17996047,0.9284837,0.3060174
0.22631693,0.9265306,0.257584
0.26354256,0.92422646,0.22034581
0.29207638,0.920474,0.18834941
0.3321334,0.9136932,0.14964065
0.38441613,0.90241396,0.10777742
0.44168127,0.8868116,0.06894997
0.49266896,0.86499906,0.037451576
0.53590864,0.83750284,0.011052772
0.57978487,0.80506915,0.0032967906
0.62396836,0.7658109,0.0015418039
0.67197096,0.7223174,0.0015178955
0.7123792,0.68014055,0.0024192971
0.7443371,0.6493527,0.0051943734
0.7764047,0.62051797,0.01347207
0.80728704,0.57590526,0.024192972
0.845215,0.5214396,0.038542822
0.88296735,0.46620592,0.05246545
0.9112158,0.42176878,0.07938625
0.9252194,0.37651974,0.11384928
