0,1,2,3,4,5
-0.5583333,-0.55,-0.5666667,-0.008333333,0.004166667,-0.01666667
-0.8,-0.7916667,-0.7916667,0.008333333,0.008333333,0.004166667
-1.075,-1.066667,-1.083333,0.0125,0.008333333,0.008333333
-1.241667,-1.233333,-1.225,0.0,0.0,0.004166667
-1.366667,-1.358333,-1.366667,0.008333333,0.01666667,-0.004166667
-1.458333,-1.491667,-1.475,0.008333333,0.008333333,-0.004166667
-2.008333,-2.0,-2.0,0.0,0.0,0.004166667
-2.441667,-2.433333,-2.416667,0.008333333,0.0,0.0
-2.558333,-2.583333,-2.566667,0.0,0.008333333,0.0125
-2.575,-2.575,-2.575,0.008333333,-0.004166667,-0.0125
-2.741667,-2.741667,-2.75,-0.004166667,0.0,-0.004166667
-2.925,-2.941667,-2.933333,-0.008333333,0.0,0.008333333
-2.975,-2.975,-2.991667,0.008333333,0.004166667,-0.004166667
-3.166667,-3.191667,-3.183333,0.008333333,-0.008333333,0.0
-3.325,-3.358333,-3.341667,0.0,0.004166667,0.004166667
-3.4,-3.408333,-3.383333,0.008333333,0.008333333,0.004166667
-3.133333,-3.133333,-3.15,-0.008333333,0.004166667,0.004166667
-2.825,-2.833333,-2.833333,0.0125,0.008333333,0.0
-2.975,-2.966667,-2.966667,0.004166667,0.004166667,-0.004166667
-2.833333,-2.841667,-2.841667,-0.008333333,-0.008333333,0.0125
-2.633333,-2.616667,-2.625,0.0,-0.004166667,0.0
-2.15,-2.141667,-2.141667,0.008333333,0.004166667,-0.004166667
-1.908333,-1.9,-1.883333,0.008333333,-0.004166667,0.0
-1.8,-1.8,-1.791667,0.0,-0.0125,0.004166667
-1.475,-1.5,-1.45,0.01666667,0.0,0.004166667
-1.233333,-1.216667,-1.208333,-0.004166667,0.0,0.0
-0.7833333,-0.7833333,-0.7833333,0.0125,0.004166667,0.004166667
-0.6666667,-0.6583333,-0.6416667,0.008333333,-0.008333333,0.0
-0.6,-0.6,-0.6083333,0.004166667,0.004166667,-0.004166667
0.1166667,0.1083333,0.1083333,-0.004166667,0.008333333,0.008333333
0.475,0.475,0.5,0.008333333,0.0,0.01666667
0.5416667,0.55,0.55,0.008333333,0.004166667,0.004166667
0.6833333,0.6666667,0.65,0.008333333,0.0,0.004166667
1.016667,1.008333,1.0,0.0,0.004166667,-0.004166667
1.216667,1.216667,1.183333,-0.004166667,-0.004166667,0.004166667
1.3,1.283333,1.258333,0.0,0.004166667,0.0
1.441667,1.458333,1.466667,-0.004166667,0.004166667,0.0
1.75,1.733333,1.741667,-0.004166667,0.008333333,-0.004166667
2.316667,2.333333,2.35,0.008333333,0.004166667,-0.004166667
2.5,2.5,2.516667,0.008333333,-0.004166667,0.0
2.608333,2.583333,2.591667,-0.008333333,0.008333333,0.0
2.666667,2.65,2.691667,0.008333333,0.004166667,0.0
2.883333,2.866667,2.875,0.008333333,-0.004166667,-0.004166667
2.991667,2.966667,2.941667,0.008333333,-0.004166667,-0.004166667
3.033333,3.025,3.033333,0.004166667,0.008333333,0.004166667
3.258333,3.266667,3.275,-0.004166667,-0.0125,0.0
3.266667,3.275,3.266667,0.008333333,0.01666667,0.008333333
3.366667,3.366667,3.35,-0.008333333,0.004166667,0.0
3.366667,3.375,3.358333,0.008333333,0.0,0.0
2.783333,2.775,2.783333,0.0,0.004166667,-0.008333333
2.975,2.958333,2.975,0.008333333,0.008333333,-0.004166667
2.908333,2.916667,2.916667,0.0,0.004166667,-0.008333333
2.766667,2.766667,2.733333,0.0,0.0,0.008333333
2.333333,2.341667,2.35,0.0125,0.004166667,0.004166667
2.0,1.975,1.983333,0.0,-0.008333333,-0.004166667
1.858333,1.85,1.883333,0.008333333,0.0,0.004166667
1.641667,1.641667,1.633333,0.004166667,0.0,-0.008333333
1.341667,1.358333,1.358333,0.0125,0.0,-0.004166667
0.9833333,0.975,0.9833333,0.0125,0.0,0.0
0.5916667,0.5916667,0.5833333,0.0,0.0,0.004166667
0.8666667,0.8666667,0.8666667,-0.004166667,0.0,0.0
0.175,0.175,0.15,0.0,-0.008333333,0.004166667
-0.375,-0.3916667,-0.375,0.0,0.004166667,-0.004166667
-0.5666667,-0.5666667,-0.5833333,0.0,0.008333333,0.004166667
-0.55,-0.55,-0.5833333,0.01666667,-0.004166667,0.0
-0.7583333,-0.7833333,-0.8083333,0.0,0.0,-0.004166667
-1.091667,-1.1,-1.1,0.004166667,-0.008333333,0.0
-1.241667,-1.25,-1.25,0.0125,0.0,-0.004166667
-1.391667,-1.375,-1.366667,0.0,0.0,0.0
-1.541667,-1.541667,-1.566667,-0.004166667,0.004166667,0.0
-2.016667,-2.016667,-2.033333,0.004166667,0.008333333,0.004166667
-2.45,-2.458333,-2.466667,0.008333333,0.004166667,0.004166667
-2.558333,-2.558333,-2.591667,0.008333333,0.0,0.008333333
-2.633333,-2.608333,-2.625,0.008333333,0.004166667,0.008333333
-2.775,-2.766667,-2.8,0.008333333,0.0,0.004166667
-2.925,-2.916667,-2.9,0.008333333,0.01666667,0.02083333
-2.983333,-2.991667,-2.983333,0.0,0.0,0.004166667
-3.191667,-3.191667,-3.2,0.0,0.0,0.004166667
-3.358333,-3.358333,-3.358333,0.008333333,-0.008333333,0.0125
-3.375,-3.391667,-3.408333,-0.004166667,0.01666667,0.0125
-3.183333,-3.191667,-3.175,0.008333333,-0.004166667,0.004166667
-2.816667,-2.825,-2.808333,0.0,0.0,-0.008333333
-2.958333,-2.966667,-2.991667,-0.0125,0.0,-0.004166667
-2.866667,-2.85,-2.85,0.008333333,0.004166667,-0.004166667
-2.591667,-2.575,-2.608333,0.008333333,0.0,-0.004166667
-2.116667,-2.125,-2.125,0.0,0.004166667,-0.004166667
